Lipid,Class,FAD265_m3_59_B,FAD199_m1_66_B,FAD199_m3_66_B,FAD201_m5_61_B,FAD265_m3_59_D,FAD199_m1_66_D,FAD199_m3_66_D,FAD201_m5_61_D,FAD265_m2_74_A,FAD261_m3_81_A,FAD309_55_A,FAD325_39_A,FAD265_m2_74_C,FAD261_m3_81_C,FAD309_55_C,FAD325_39_C,Blank_Blank_Blank,Title1,Title2,Title,length1,length2,Blank_name
"[TG(40:2)]_FA16:0 | DG(42:9),DG(41:2)_C16:0",TAG | DAG,1027.720069885254,1024.9600791931152,1004.220069885254,1127.280071258545,1144.1400718688965,1194.240077972412,1181.2200813293457,1293.3800773620603,1044.7600784301758,1062.3600730895996,1349.9401016235352,1219.660083770752,979.980052947998,1765.020118713379,1015.820068359375,1007.3000717163086,1074.0800743103027,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
"[TG(40:2)]_FA16:1 | DG(42:9),DG(41:2)_C16:1",TAG | DAG,1114.2200813293457,1070.720069885254,1079.1200904846191,1058.5000839233398,1183.2400817871094,1075.2000732421875,1169.420078277588,1046.4400672912598,1208.8200798034668,1056.800067901611,1073.5400657653809,1063.8200721740725,1135.7800827026367,1163.8000793457031,1119.4000854492188,1067.8000869750977,1064.180076599121,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
[TG(41:0)]_FA16:0 | DG(42:0)_C16:0,TAG | DAG,1083.480068206787,1151.180076599121,1075.8200721740725,1388.4201049804688,1352.60009765625,1355.8400840759275,1728.0801429748535,1601.4401168823242,1318.0801010131836,1511.0201225280762,1211.860080718994,1676.5401153564453,1131.5200805664062,1265.9001007080078,1094.8200721740725,1122.5000762939453,1184.6800918579102,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
[TG(41:1)]_FA16:0 | DG(42:1)_C16:0,TAG | DAG,1008.1000709533693,973.620059967041,994.1000785827636,972.0800666809082,972.800064086914,1097.8000793457031,998.3600730895996,964.7800674438477,1018.800075531006,1028.2600555419922,1163.8400764465332,1184.4600791931152,961.0600662231444,1030.3000793457031,1115.4400787353516,961.6800689697266,985.5600700378418,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
[TG(41:1)]_FA16:1 | DG(42:1)_C16:1,TAG | DAG,1096.180076599121,1074.1000862121582,1162.860065460205,1052.1600799560547,1124.900074005127,1110.640079498291,1046.500072479248,1114.400074005127,1081.8000717163086,1046.840068817139,1048.2000732421875,1059.240077972412,1153.1000747680664,1094.2800750732422,1080.8800811767578,1069.7000694274902,1063.3600730895996,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
[TG(41:2)]_FA16:0 | DG(42:2)_C16:0,TAG | DAG,963.800064086914,966.8200607299804,988.7000732421876,1010.3000717163086,1038.9000701904297,1046.760066986084,1201.000099182129,1105.7400741577148,1028.8200759887695,1021.5200691223145,1168.1000900268557,1085.5800743103027,1096.0400848388672,1116.320095062256,989.720069885254,992.0800704956056,969.0000762939452,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
[TG(41:2)]_FA16:1 | DG(42:2)_C16:1,TAG | DAG,1092.920066833496,1050.2800750732422,1097.02006149292,1052.5000762939453,1096.0600700378418,1174.3800888061523,1107.3600769042969,1135.580078125,1108.8800773620603,1047.5800704956057,1065.3200798034668,1064.9000816345217,1134.1200904846191,1049.920066833496,1085.2800788879397,1176.680076599121,1150.5200691223145,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
"[TG(42:0)]_FA16:0 | DG(44:7),DG(43:0)_C16:0",TAG | DAG,1187.7000846862793,1393.4800872802734,1324.2600898742676,2535.7401809692383,3077.200206756592,2542.5202140808105,2424.500175476074,2371.200187683105,2186.040168762207,2192.4401359558105,3052.180221557617,2235.340160369873,1386.8400917053225,2646.180191040039,1283.2800979614258,1324.7600936889648,1343.9201011657717,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
"[TG(42:1)]_FA16:0 | DG(44:8),DG(43:1)_C16:0",TAG | DAG,1018.540069580078,966.4000625610352,1023.8400650024414,1059.9400672912598,1090.380069732666,1146.0400848388672,1069.2800788879397,1109.400074005127,1137.5200805664062,1088.7000846862793,1136.8000869750977,1132.5000686645508,982.2800674438477,1326.1401023864746,1006.6600761413574,1144.3400802612305,969.1200714111328,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
"[TG(42:1)]_FA16:1 | DG(44:8),DG(43:1)_C16:1",TAG | DAG,1237.6200904846191,1101.04008102417,1166.9000778198242,1066.0000762939453,1092.480079650879,1066.7000732421875,1104.0600700378418,1154.5400733947754,1134.5800819396973,1047.760066986084,1132.2000732421875,1049.8800735473633,1279.3000984191897,1076.6400680541992,1052.8800735473633,1134.5400772094729,1185.9200973510742,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
"[TG(42:2)]_FA16:0 | DG(44:9),DG(43:2)_C16:0",TAG | DAG,1007.7200660705566,966.1200714111328,983.2200622558594,1071.3800735473633,1234.5200805664062,964.600067138672,1022.3800735473632,1112.0800895690918,969.5400657653807,1008.700065612793,1171.860080718994,1153.140079498291,990.6600723266602,972.240062713623,1004.460075378418,974.680061340332,990.440071105957,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
"[TG(42:2)]_FA16:1 | DG(44:9),DG(43:2)_C16:1",TAG | DAG,1108.340072631836,1076.0200805664062,1055.160083770752,1086.340072631836,1144.800075531006,1147.54008102417,1046.2800788879397,1112.320068359375,1116.8400840759275,1048.2600631713867,1083.6600799560547,1106.8400650024414,1051.7000694274902,1064.9200820922852,1052.760066986084,1061.3000831604004,1081.5400619506836,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
"[TG(42:3)]_FA16:0 | DG(44:10),DG(43:3)_C16:0",TAG | DAG,989.3400688171388,965.500057220459,963.9400596618652,970.9400672912598,999.2400703430176,1074.3600730895996,1075.120086669922,1006.1600608825684,1061.3800621032717,970.1600646972656,1022.0000648498536,978.12007522583,961.0400657653807,964.6600685119628,1042.8600769042969,997.4600677490234,968.540069580078,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
"[TG(42:3)]_FA16:1 | DG(44:10),DG(43:3)_C16:1",TAG | DAG,1114.6400833129885,1062.8400764465332,1055.9000701904297,1066.4600715637207,1054.1800689697266,1070.9000625610352,1170.3200798034668,1080.5400733947754,1136.3800773620603,1047.3000793457031,1074.5600662231443,1049.6400756835938,1097.3600769042969,1084.6000747680664,1112.2400703430176,1083.5000762939453,1096.840072631836,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
"[TG(42:4)]_FA16:0 | DG(44:11),DG(43:4)_C16:0",TAG | DAG,964.8800621032716,1045.0000648498535,1007.8600654602052,1019.8400650024414,1088.800064086914,1033.0800704956057,1026.9600830078125,1081.1800689697266,970.5000648498536,977.400058746338,982.4800682067872,988.3800659179688,976.4600677490234,1003.880069732666,961.0800590515136,961.6000595092772,989.2000770568848,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
"[TG(42:4)]_FA16:1 | DG(44:11),DG(43:4)_C16:1",TAG | DAG,1050.5600662231443,1084.780086517334,1055.2200736999512,1051.500072479248,1115.9800834655762,1052.160068511963,1046.9000663757324,1058.0600700378418,1064.460075378418,1047.680061340332,1072.2000694274902,1050.2400856018066,1080.2600898742676,1051.1000785827637,1063.2400856018066,1059.8200645446775,1131.480079650879,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
[TG(43:0)]_FA16:0 | DG(44:0)_C16:0,TAG | DAG,1156.860065460205,1180.6000785827637,1119.2400741577148,1507.8601112365725,1761.2401084899902,1833.7401275634768,1585.280117034912,1852.240119934082,1531.380100250244,1492.560115814209,1852.660144805908,2036.640151977539,1133.1200904846191,1569.7201118469238,1164.5400733947754,1311.7600936889648,1323.960090637207,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
[TG(43:1)]_FA16:0 | DG(44:1)_C16:0,TAG | DAG,965.0800666809082,1075.420078277588,990.6600646972656,1087.5600662231443,1278.020092010498,1150.940086364746,1160.7000770568848,1145.4400939941406,1098.260082244873,1141.840087890625,1159.4800834655762,1126.9800720214844,972.2800598144532,1103.840072631836,1025.2000617980957,962.5000610351562,980.4800682067872,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
[TG(43:1)]_FA16:1 | DG(44:1)_C16:1,TAG | DAG,1229.740089416504,1118.460075378418,1172.720085144043,1117.3800735473633,1207.4000816345217,1162.120086669922,1090.7600708007812,1215.780071258545,1172.8400764465332,1048.500072479248,1109.580078125,1124.6000785827637,1091.5800743103027,1097.1200790405271,1173.0200729370115,1199.2800941467283,1116.9400672912598,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
[TG(43:2)]_FA16:0 | DG(44:2)_C16:0,TAG | DAG,983.5800704956056,965.8800621032716,1012.1000785827636,1033.1200675964355,1044.800075531006,1000.1400680541992,965.4800605773926,1013.920066833496,972.5600624084472,964.9800567626952,1009.420066833496,1033.8800735473633,960.920066833496,985.1200714111328,960.9400672912598,1069.5800666809082,1018.420066833496,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
[TG(43:2)]_FA16:1 | DG(44:2)_C16:1,TAG | DAG,1100.0000762939453,1050.3400573730469,1132.9400672912598,1094.7800788879397,1120.6600723266602,1054.0600776672363,1087.4400749206543,1073.5000686645508,1134.9200820922852,1047.9200744628906,1059.2800788879397,1097.9000701904297,1133.1200790405271,1051.300064086914,1052.5800704956057,1101.0800857543943,1151.500072479248,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
[TG(43:3)]_FA16:0 | DG(44:3)_C16:0,TAG | DAG,964.8800659179688,966.3800659179688,979.380069732666,1051.5600776672363,963.960075378418,965.0000648498536,1036.6000747680664,998.4200630187988,981.9800720214844,965.8200645446776,1037.5600776672363,981.9400634765624,972.4200630187988,1004.5400772094728,985.3600692749023,961.8600654602052,968.740062713623,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
[TG(43:3)]_FA16:1 | DG(44:3)_C16:1,TAG | DAG,1067.040069580078,1121.7000732421875,1072.5000801086426,1051.800064086914,1053.3600730895996,1139.6800727844238,1064.1200714111328,1059.040069580078,1049.1200790405271,1047.62007522583,1048.1200828552246,1049.7600708007812,1052.04008102417,1050.560073852539,1052.7600708007812,1049.3200721740725,1057.420078277588,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
[TG(43:4)]_FA16:0 | DG(44:4)_C16:0,TAG | DAG,963.6000633239746,966.2600708007812,965.1600685119628,1015.3600692749023,1010.4200630187988,965.2200660705566,987.4400672912598,1033.4400634765625,969.9600791931152,1046.2800750732422,1093.720069885254,992.7200622558594,962.6000633239746,998.3600654602052,961.1600646972656,961.7000732421876,968.7400741577148,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
[TG(43:4)]_FA16:1 | DG(44:4)_C16:1,TAG | DAG,1059.2200775146484,1051.7200775146484,1060.940086364746,1057.2000617980957,1103.420078277588,1084.1400833129885,1046.6600761413574,1125.6000785827637,1060.660068511963,1074.1600761413574,1091.0200729370115,1050.1000709533691,1093.4200744628906,1050.7200813293457,1077.680076599121,1049.5800704956057,1059.6800727844238,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
"[TG(44:0),TG(O-45:0)]_FA16:0",TAG,1473.1400985717771,1688.8801231384275,1525.460117340088,2938.080207824707,4049.000301361084,2992.460224151612,3235.9602127075195,3212.840202331543,3352.240203857422,2267.560127258301,4191.680271148682,3372.400245666504,1363.8601036071775,3052.4402084350586,1801.5001182556152,1493.6001091003418,1390.2200965881348,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
[TG(44:1)]_FA16:0,TAG,1050.0600776672363,1017.4200706481934,1008.4800758361816,1152.320083618164,1397.860080718994,1513.2401008605957,1364.820095062256,1403.4401016235352,1407.5401077270508,1212.7200889587402,1372.3200988769531,1567.3800964355469,1027.5200653076172,1320.9600944519043,1107.420078277588,1252.4800987243652,1035.1000785827637,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
[TG(44:1)]_FA16:1,TAG,1301.6000900268557,1207.380084991455,1229.680088043213,1203.6400871276855,1379.1601028442385,1307.420093536377,1155.9200744628906,1632.2201232910156,1421.9200859069824,1104.2000694274902,1349.480094909668,1144.7600860595703,1226.1600914001465,1130.0200881958008,1153.360092163086,1496.4601135253906,1234.0400848388672,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
[TG(44:2)]_FA16:0,TAG,1068.0000648498535,984.1600646972656,1046.6200790405271,1098.780071258545,1295.500087738037,1164.000087738037,1168.7400970458984,1187.9000816345217,1009.5400657653807,1065.940086364746,1236.1200942993164,1394.520092010498,1022.4800682067872,1001.0600624084472,975.2800674438477,1012.2800712585448,969.3000717163086,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
[TG(44:2)]_FA16:1,TAG,1251.1200790405271,1099.3400764465332,1265.5000839233398,1226.3400802612305,1228.3600769042969,1164.5600852966309,1232.1200828552246,1309.8800888061523,1404.0001106262207,1054.740077972412,1354.000087738037,1066.0400733947754,1178.6400756835938,1123.1800804138184,1120.6600799560547,1098.5600700378418,1203.7800788879397,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
[TG(44:3)]_FA16:0,TAG,964.52006149292,983.540069580078,991.440071105957,1037.6000747680664,1064.5200653076172,1058.5000648498535,1006.7200622558594,964.500057220459,995.9200744628906,1015.2000694274902,1051.8200759887695,1044.420078277588,961.2800636291504,1013.800075531006,960.6800689697266,962.240062713623,1028.9600715637207,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
[TG(44:3)]_FA16:1,TAG,1107.7200813293457,1058.600082397461,1079.2600784301758,1060.7400856018066,1053.2800788879397,1052.8200721740725,1092.1800727844238,1102.9400825500488,1100.9000778198242,1047.700065612793,1076.3800773620603,1107.0800743103027,1165.6600875854492,1050.2800788879397,1234.3000869750977,1050.080078125,1068.0800743103027,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
[TG(44:4)]_FA16:0,TAG,965.320068359375,966.4000625610352,1006.1800689697266,1001.440071105957,1079.0200653076172,1032.5200729370115,1040.4800720214844,988.9400672912598,969.840072631836,990.7400741577148,986.0600700378418,983.080078125,975.3200569152832,1007.7800750732422,995.800064086914,962.5800628662108,969.2800636291504,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
[TG(44:4)]_FA16:1,TAG,1050.3400802612305,1061.980068206787,1159.740077972412,1119.6600799560547,1107.0800819396973,1112.860080718994,1094.800067901611,1058.240062713623,1132.6200790405271,1065.7400741577148,1147.7000770568848,1049.440071105957,1150.660083770752,1089.6800804138184,1112.100082397461,1115.7400856018066,1150.1200828552246,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
[TG(44:5)]_FA16:0,TAG,1045.4400634765625,1031.12007522583,1017.6000709533693,1122.8200798034668,1157.6800727844238,1240.220085144043,1237.4800872802734,1128.4200859069824,1180.320087432861,1184.9600830078125,1104.6800727844238,1050.7800674438477,960.7200622558594,1266.7600898742676,1062.2400741577148,1074.1000709533691,1050.04008102417,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
[TG(44:5)]_FA16:1,TAG,1095.340068817139,1062.3800773620603,1120.1000862121582,1111.6000709533691,1053.9600715637207,1055.2400665283203,1078.0800819396973,1068.9400672912598,1049.4000625610352,1047.840072631836,1048.5200653076172,1049.4000625610352,1052.0600776672363,1050.3600730895996,1058.7600784301758,1133.3800659179688,1048.3200645446775,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
[TG(45:0)]_FA16:0,TAG,1282.10009765625,1531.18013381958,1174.980079650879,3245.980194091797,3407.040256500244,3320.5402221679688,2627.5201873779297,2991.1801986694336,2477.740203857422,2559.7401695251465,3593.260227203369,3450.9601974487305,1291.3400840759275,2622.480197906494,1446.0400924682615,1187.8200912475586,1338.9200859069824,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
[TG(45:1)]_FA16:0,TAG,1272.9200897216797,1041.2400703430176,1058.3400802612305,1532.5001068115234,1621.2001113891602,1343.8200912475586,1208.180076599121,1324.7200927734375,1244.54008102417,1342.2200965881348,1213.1200942993164,1382.4400939941406,1104.780071258545,1304.800090789795,1029.140079498291,1076.800067901611,1114.3600692749023,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
[TG(45:1)]_FA16:1,TAG,1613.5401000976562,1589.400104522705,1378.0801010131836,1179.1600761413574,1524.3401107788086,1290.7600898742676,1539.7401123046875,1750.3001403808594,1602.800121307373,1214.4600830078125,1461.4001007080078,1134.2400817871094,1333.6000747680664,1085.300067901611,1347.660099029541,1415.9000930786133,1532.700107574463,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
[TG(45:2)]_FA16:0,TAG,1035.4600715637207,965.7400703430176,1019.9600639343262,1200.9000854492188,1103.900074005127,1093.7000846862793,1063.0400733947754,994.0400733947754,1043.9400749206543,1222.0800895690918,966.0600662231444,973.5200691223145,972.9400749206544,1007.5600738525392,978.5400657653807,968.4800682067872,999.6800765991212,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
[TG(45:2)]_FA16:1,TAG,1223.2600784301758,1272.1400871276855,1257.2800827026367,1217.320087432861,1249.000072479248,1198.8600959777832,1172.520076751709,1443.9801139831543,1344.1601028442385,1076.8200607299805,1411.4601020812988,1080.2000770568848,1217.60009765625,1071.0200691223145,1100.3400840759275,1204.4200744628906,1283.6000785827637,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
[TG(45:3)]_FA16:0,TAG,1064.800067901611,1052.0600776672363,1016.3800659179688,1096.600082397461,1005.8400650024414,1130.4800834655762,1020.1000709533693,1089.420078277588,996.5200691223145,1062.9200592041016,1236.4800910949707,1093.4200744628906,1042.5400657653809,1152.6000900268557,982.9800567626952,1041.9000701904297,969.1600723266602,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
[TG(45:3)]_FA16:1,TAG,1074.5000801086426,1129.040069580078,1085.1800727844238,1207.4400825500488,1054.8600769042969,1199.5800857543943,1104.8400764465332,1196.9400749206543,1100.8800735473633,1097.1800804138184,1123.3200798034668,1090.600082397461,1057.0400772094729,1081.360065460205,1052.4200744628906,1085.0400772094729,1093.300067901611,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
[TG(45:4)]_FA16:0,TAG,963.5200653076172,966.0000648498536,964.3600730895996,990.3200759887696,1059.9600715637207,1033.8400650024414,965.5600700378418,1013.140079498291,969.4000625610352,965.140064239502,962.3000679016112,978.900074005127,960.7600631713868,1008.1000709533693,962.2000617980956,961.9600677490234,969.5800628662108,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
[TG(45:4)]_FA16:1,TAG,1096.3200798034668,1117.3800811767578,1128.0600776672363,1470.2201042175293,1185.480079650879,1165.780086517334,1070.6400718688965,1059.440071105957,1255.6400871276855,1116.100067138672,1354.5400924682615,1112.04008102417,1146.6200828552246,1091.080078125,1067.1600761413574,1162.3400764465332,1097.3800773620603,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
[TG(45:5)]_FA16:0,TAG,976.9200630187988,990.5200691223145,998.3000602722168,961.400074005127,1073.980068206787,983.2800598144532,1124.640079498291,1029.9400634765625,1111.4000816345217,1043.220069885254,1128.340072631836,1005.6600685119628,1020.7600593566896,1173.0800743103027,961.0000534057616,965.7600631713868,1020.7800788879396,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
[TG(45:5)]_FA16:1,TAG,1064.5200729370115,1056.580078125,1070.5800819396973,1051.6200714111328,1054.760066986084,1053.1200637817385,1047.280071258545,1046.0600700378418,1049.4000701904297,1048.200080871582,1047.9000663757324,1048.1400718688965,1052.0600700378418,1050.3600730895996,1053.0600776672363,1106.3400802612305,1086.400074005127,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
[TG(46:0)]_FA16:0,TAG,2448.880172729492,2086.260139465332,1918.6001358032229,5266.6203536987305,8187.480499267578,7563.140426635742,6886.260444641113,6556.420471191406,6540.560459136963,4616.840316772461,8560.800643920898,6891.120544433594,2631.3201904296875,7895.200637817383,3166.120220184326,2735.1001930236816,2032.70015335083,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
[TG(46:1)]_FA16:0,TAG,1141.060073852539,1172.8200912475586,1240.1800918579102,1945.920139312744,2812.240234375,2202.960178375244,1924.720127105713,2165.4401473999023,2213.60018157959,2017.8801574707031,3777.700199127197,3246.7202377319336,1448.6800956726074,4858.500301361084,1656.5401077270508,1430.9201126098633,1263.440086364746,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
[TG(46:1)]_FA16:1,TAG,1640.860107421875,2203.500160217285,1586.480110168457,1522.7001037597656,1796.5401229858398,2047.360126495361,1982.5601539611816,2339.880172729492,2063.060131072998,1422.0000953674316,3265.100200653076,1715.1001319885254,1976.560131072998,1949.340129852295,1979.4601364135744,2109.9801483154297,1823.4601402282717,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
[TG(46:2)]_FA16:0,TAG,999.4000663757324,975.7400665283204,1208.8200912475586,1272.3200912475586,1426.980094909668,1135.640079498291,1270.5200881958008,1568.6601066589355,980.6800765991212,1145.4400787353516,1508.680118560791,1706.7801055908203,1043.6600723266602,1380.0200729370115,1322.260097503662,1026.4200744628906,968.8600654602052,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
[TG(46:2)]_FA16:1,TAG,1507.4201164245603,1763.1201171875,1923.20015335083,1430.340114593506,1795.900127410889,1891.300121307373,1846.9801445007324,2082.980152130127,1651.6001167297363,1181.8400917053225,3077.100234985352,1873.8201484680176,1698.0601425170898,1568.960117340088,1613.7601127624512,1908.180145263672,1635.140121459961,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
[TG(46:3)]_FA16:0,TAG,985.3200721740724,992.2800712585448,996.6800689697266,996.7400665283204,1114.2200736999512,1075.5400772094729,1007.1600761413574,1013.6400680541992,970.300075531006,973.1000633239746,1034.5000762939453,1136.4600677490234,978.7200660705566,1074.2000846862793,1033.0400772094729,1019.9200630187988,968.5000686645508,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
[TG(46:3)]_FA16:1,TAG,1282.1600875854492,1159.7400817871094,1149.2000770568848,1114.7200775146484,1207.620086669922,1270.5200958251953,1288.7800979614258,1122.6200828552246,1450.60009765625,1093.0200805664062,1419.5601119995115,1151.5800895690918,1215.0400886535645,1079.1600723266602,1316.2000846862793,1154.9000854492188,1312.7600860595703,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
[TG(46:4)]_FA16:0,TAG,963.5800666809082,1084.080078125,964.7000694274902,1044.0800743103027,994.2800598144532,1074.9200706481934,1121.680076599121,1026.6400756835938,1046.9400749206543,1023.220069885254,960.8000679016112,999.7400703430176,960.5800666809082,1042.5800743103027,961.2200622558594,993.5800743103028,969.5800819396972,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
[TG(46:4)]_FA16:1,TAG,1051.1200714111328,1112.3600845336914,1070.440086364746,1052.0600852966309,1090.2800788879397,1087.2600784301758,1077.1400604248047,1128.3000717163086,1069.0000762939453,1086.4400825500488,1048.8200645446775,1049.1000747680664,1053.0000610351562,1050.220069885254,1052.400074005127,1049.3200721740725,1080.2800674438477,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
[TG(46:5)]_FA16:0,TAG,994.2200736999512,966.5000686645508,1007.720069885254,1019.600067138672,1106.0200805664062,1065.480079650879,1233.6000747680664,1059.62007522583,1052.7800788879397,999.62007522583,994.0600662231444,1056.9400749206543,960.240062713623,1062.9000663757324,965.56005859375,987.4600677490234,969.2600708007812,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
[TG(46:5)]_FA16:1,TAG,1082.5400772094729,1051.0200653076172,1072.380069732666,1056.7200660705566,1053.1800651550293,1052.62007522583,1099.2600708007812,1080.5400772094729,1048.7000694274902,1053.2200736999512,1048.8000602722168,1049.740077972412,1052.300067901611,1049.9400787353516,1052.3600730895996,1049.9400749206543,1062.080062866211,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
[TG(46:6)]_FA16:0,TAG,1238.1000938415527,1202.6800918579102,1091.120086669922,1624.8001289367676,2109.5201416015625,1888.900119781494,1853.880126953125,1742.1201400756836,1602.6401100158691,1383.480094909668,1864.860137939453,1666.3801155090332,1169.6200828552246,1699.66011428833,1405.5001106262207,1169.12007522583,1036.5200805664062,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
[TG(46:6)]_FA16:1,TAG,1050.200080871582,1069.6200828552246,1055.6600723266602,1052.0200843811035,1065.2400741577148,1052.2800750732422,1055.5200691223145,1046.1600646972656,1119.3000831604004,1047.040069580078,1048.2800750732422,1049.2000694274902,1080.780071258545,1050.820068359375,1053.0400772094729,1120.0000839233398,1075.0400772094729,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
[TG(47:2)]_FA16:0,TAG,1047.2800750732422,1040.5600776672363,1053.160083770752,1405.8601036071775,1212.360080718994,1162.1600799560547,1385.820095062256,1184.0600929260254,1187.6400680541992,1176.9400787353516,1255.7400817871094,1276.220085144043,1124.4600791931152,1177.4600791931152,1026.060073852539,1044.8800811767578,969.0400657653807,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
